"","SNR","p","sparsity","Method","Simulation","FDR","FNR","F1","runtime","MSBE","MSPE","MSPEout"
"1",1,1000,0.03,"blasso",10,0.958791208791209,0,0.079155672823219,4022.98967432976,0.00169689187473658,0.0705304810810093,3.33041938944665
"2",1,1000,0.03,"blasso",11,0.961832061068702,0,0.0735294117647059,4533.09147143364,0.00186502072484366,0.124452270205789,4.72994114107824
"3",1,1000,0.03,"blasso",12,0.961240310077519,0,0.0746268656716418,4707.37877678871,0.00158769737302302,0.00841837232140495,2.53334575196819
"4",1,1000,0.03,"blasso",15,0.96,0,0.0769230769230769,4976.22979831696,0.0015755739305567,0.124306463237386,2.47242402016305
"5",1,1000,0.03,"blasso",16,0.960474308300395,0,0.0760456273764259,4932.24614143372,0.00179698738442727,0.0699094006553833,3.88878171831306
"6",1,1000,0.03,"blasso",18,0.959731543624161,0,0.0774193548387097,4998.53343629837,0.00169191127090697,0.0517314914367869,2.50813525949797
"7",1,1000,0.03,"blasso",21,0.959677419354839,0,0.0775193798449612,5037.77525782585,0.00150817942350245,0.00834703510401761,3.57648199803229
"8",1,1000,0.03,"blasso",30,0.96078431372549,0,0.0754716981132075,4617.24165534973,0.00173195851699028,0.013804304504701,3.42166012043811
"9",1,1000,0.03,"blasso",59,0.959785522788204,0,0.077319587628866,4824.27941560745,0.00169319689400001,0.23048610958077,3.31686707070001
"10",1,1000,0.03,"EL",10,0.659090909090909,0,0.508474576271186,0.318022489547729,0.00176589279033587,0.471576528660453,2.4457294791202
"11",1,1000,0.03,"EL",11,0.690721649484536,0,0.47244094488189,0.324143886566162,0.00214325518632512,0.707487716025878,4.45103369674807
"12",1,1000,0.03,"EL",12,0.662921348314607,0,0.504201680672269,0.428420782089233,0.00117560125985038,0.4798204585677,2.31260037253582
"13",1,1000,0.03,"EL",15,0.642857142857143,0,0.526315789473684,3.22726011276245,0.00166856294413939,0.708712905247381,2.84349154818366
"14",1,1000,0.03,"EL",16,0.67741935483871,0,0.48780487804878,0.659619569778442,0.00132434180666308,0.618297202151453,3.32736545326937
"15",1,1000,0.03,"EL",18,0.6,0,0.571428571428572,0.359885454177856,0.00151718756495694,0.670441144863815,2.66731439362374
"16",1,1000,0.03,"EL",21,0.666666666666667,0,0.5,46.035694360733,0.0014907668387068,0.420424703731651,3.03415655100408
"17",1,1000,0.03,"EL",30,0.642857142857143,0,0.526315789473684,0.285589218139648,0.00127359171752082,0.647839651139455,2.2791883743519
"18",1,1000,0.03,"EL",59,0.558823529411765,0,0.612244897959184,0.339701175689697,0.00132443207079643,0.86452531446721,3.37756992305751
"19",1,1000,0.03,"HS",10,0.955752212389381,0,0.0847457627118644,204.316693544388,0.00111654738979359,0.0673683478320383,2.74580857604384
"20",1,1000,0.03,"HS",11,0.963369963369963,0,0.0706713780918728,204.398200750351,0.00281758464094174,0.00192578319457288,4.48276487965273
"21",1,1000,0.03,"HS",12,0.959239130434783,0,0.0783289817232376,211.111740350723,0.00126997294019989,0.0228964446290402,2.52090160969025
"22",1,1000,0.03,"HS",15,0.957924263674614,0,0.0807537012113055,216.619753837585,0.00115863406584961,0.0891568110508978,2.13279143618482
"23",1,1000,0.03,"HS",16,0.95405819295559,0,0.0878477306002928,217.998589992523,0.00103182399478629,0.11432525793827,2.90175913101486
"24",1,1000,0.03,"HS",18,0.957325746799431,0,0.0818553888130969,216.271408557892,0.00146486694232415,0.0286795131668073,2.25368229657407
"25",1,1000,0.03,"HS",21,0.959731543624161,0,0.0774193548387097,202.393491506577,0.00167608274898918,0.00168980322317559,3.97399722802513
"26",1,1000,0.03,"HS",30,0.958275382475661,0,0.0801068090787717,208.229218959808,0.00112782310193725,0.0556554456769226,2.49886243349632
"27",1,1000,0.03,"HS",59,0.961587708066581,0,0.0739827373612824,210.141045808792,0.00212422603071562,0.0183088543060771,3.50522965096537
"28",1,1000,0.03,"HSP",10,0.951060358890702,0,0.0933125972006221,307.572973966599,0.00149839337519924,0.0978066476106103,3.15046506592665
"29",1,1000,0.03,"HSP",11,0.955290611028316,0,0.0855920114122682,308.021839141846,0.00124450463676647,0.234294479326149,3.99766393189963
"30",1,1000,0.03,"HSP",12,0.957203994293866,0,0.0820793433652531,313.286149740219,0.00164937921976861,0.00996746540509668,2.74720710952124
"31",1,1000,0.03,"HSP",15,0.955223880597015,0,0.0857142857142857,286.531041622162,0.00096773750988617,0.211377591161216,1.83300660405366
"32",1,1000,0.03,"HSP",16,0.957446808510638,0,0.0816326530612245,1087.18592000008,0.00229479825171288,0.0770895155880528,4.43414635419217
"33",1,1000,0.03,"HSP",18,0.953846153846154,0,0.0882352941176471,281.101802587509,0.00144984291098929,0.0662324691274531,2.24390233311364
"34",1,1000,0.03,"HSP",21,0.952380952380952,0,0.0909090909090909,1083.93310213089,0.00102503003814624,0.0548257662436806,3.10764416170147
"35",1,1000,0.03,"HSP",30,0.955752212389381,0,0.0847457627118644,291.814168691635,0.00117162128224557,0.0596607263991966,2.79359151652503
"36",1,1000,0.03,"HSP",59,0.951377633711507,0,0.0927357032457496,330.537664413452,0.00122335927247287,0.288387606074775,2.66409273631614
"37",1,1000,0.03,"lasso",10,0.552238805970149,0,0.618556701030928,2.06384992599487,0.00149354916858905,0.528779817925874,2.26721374763314
"38",1,1000,0.03,"lasso",11,0.662921348314607,0,0.504201680672269,2.06265950202942,0.00181318521884523,0.676076499312697,4.23749980517067
"39",1,1000,0.03,"lasso",12,0.651162790697674,0,0.517241379310345,2.02656221389771,0.00108558492606952,0.423584878422784,2.28957267204773
"40",1,1000,0.03,"lasso",15,0.571428571428571,0,0.6,0.379205226898193,0.00131424122966089,0.736173033165456,2.50866287101266
"41",1,1000,0.03,"lasso",16,0.558823529411765,0,0.612244897959184,0.385051488876343,0.00106570137130592,0.702278909483526,2.81369093844479
"42",1,1000,0.03,"lasso",18,0.594594594594595,0,0.576923076923077,2.09401750564575,0.00131863869157112,0.592261131693056,2.49153368811013
"43",1,1000,0.03,"lasso",21,0.68421052631579,0,0.48,0.449209928512573,0.00138271516886952,0.322901295460473,3.04157997376071
"44",1,1000,0.03,"lasso",30,0.482758620689655,0,0.681818181818182,2.03064393997192,0.00097916279492783,0.795750170202266,1.95270162171665
"45",1,1000,0.03,"lasso",59,0.523809523809524,0,0.645161290322581,2.07746195793152,0.00115293053008554,0.796963105264152,3.05814579507914
"46",1,1000,0.03,"RF",10,0.0666666666666667,0.0666666666666667,0.933333333333333,13.1555361747742,0.00344394087098506,1.73093950830694,4.04218700349415
"47",1,1000,0.03,"RF",11,0.236842105263158,0.0333333333333333,0.852941176470588,12.8335134983063,0.00355670926620073,1.20918285998633,4.9467291327972
"48",1,1000,0.03,"RF",12,0.210526315789474,0,0.88235294117647,13.9700038433075,0.00137045198221278,0.596039062136118,3.39080287248313
"49",1,1000,0.03,"RF",15,0.125,0.0666666666666667,0.903225806451613,14.518004655838,0.00404413248505623,1.5637893260866,6.48854402167013
"50",1,1000,0.03,"RF",16,0.0333333333333333,0.0333333333333333,0.966666666666667,13.8989939689636,0.00206014100555243,1.30882065801819,4.22126738533919
"51",1,1000,0.03,"RF",18,0.166666666666667,0,0.909090909090909,13.378814458847,0.00113255385488573,0.670871893604827,2.13330856828794
"52",1,1000,0.03,"RF",21,0.256410256410256,0.0333333333333333,0.840579710144927,14.0230209827423,0.00411123416757859,0.891967729655638,8.35686757691316
"53",1,1000,0.03,"RF",30,0.0645161290322581,0.0333333333333333,0.950819672131148,15.5939543247223,0.00204098707687019,1.23348050998495,2.27991958399573
"54",1,1000,0.03,"RF",59,0.09375,0.0333333333333333,0.935483870967742,13.4632697105408,0.0020287840797917,1.49507203939816,3.24482188422475
"55",1,1000,0.03,"RFPC",10,0.769230769230769,0.9,0.13953488372093,3.99431991577148,0.0552896479909934,14.2199711762175,47.5701394821316
"56",1,1000,0.03,"RFPC",11,1,1,0,4.1304931640625,0.0503162780304815,15.0942650684715,48.4483591342023
"57",1,1000,0.03,"RFPC",12,0.4,0.9,0.171428571428571,4.24952244758606,0.036260551863497,16.2897015810262,39.7388747649959
"58",1,1000,0.03,"RFPC",15,0.714285714285714,0.933333333333333,0.108108108108108,4.02676916122437,0.0429542229276075,14.845105192664,38.0151439601603
"59",1,1000,0.03,"RFPC",16,0.4,0.9,0.171428571428571,4.28284287452698,0.0322537901994404,13.8226216889149,24.3309162605883
"60",1,1000,0.03,"RFPC",18,0.333333333333333,0.933333333333333,0.121212121212121,4.15627479553223,0.0293810535099081,17.0818264587808,37.1088804730876
"61",1,1000,0.03,"RFPC",21,0.6,0.933333333333333,0.114285714285714,4.11589026451111,0.0361983165281847,15.9074775558273,23.0303832899998
"62",1,1000,0.03,"RFPC",30,1,1,0,4.34418106079102,0.0575621370371572,15.3433105814185,53.7516879319822
"63",1,1000,0.03,"RFPC",59,0.2,0.866666666666667,0.228571428571429,3.98486757278442,0.0294558420077478,14.2434990437477,43.3839774492105
"64",1,1000,0.03,"RHS",10,0.736842105263158,0,0.416666666666667,35063.5836076736,0.000622541639465995,0.541787349454225,1.91819769863361
"65",1,1000,0.03,"RHS",11,0.79020979020979,0,0.346820809248555,34334.0580120087,0.000819982948176035,0.828818955180457,3.38344380834698
"66",1,1000,0.03,"RHS",12,0.747899159663866,0,0.402684563758389,42070.2923853397,0.000587868321639622,1.65045921708943,1.89404577671079
"67",1,1000,0.03,"RHS",15,0.776119402985075,0,0.365853658536585,36219.4191372395,0.000525890095613308,1.04400856065655,1.75115597287347
"68",1,1000,0.03,"RHS",16,0.752066115702479,0,0.397350993377483,33913.6462161541,0.000616550011978413,0.660492095209827,2.15722710219678
"69",1,1000,0.03,"RHS",18,0.745762711864407,0,0.405405405405405,37386.8198125362,0.000665167970181896,2.13293873231059,1.72604116502592
"70",1,1000,0.03,"RHS",21,0.724770642201835,0,0.431654676258993,31033.3306324482,0.000444915285173458,0.728938754412113,2.43652712857891
"71",1,1000,0.03,"RHS",30,0.745762711864407,0,0.405405405405405,28340.5418758392,0.000494046653120903,1.31280544447684,1.80426669888501
"72",1,1000,0.03,"RHS",59,0.732142857142857,0,0.422535211267606,30086.4922068119,0.000929517978089637,1.4114273716845,2.07938340780675
"73",1,1000,0.03,"SL",10,0.716981132075472,0,0.441176470588235,48.8171298503876,0.0121697200429276,0.873190997541332,8.48845437898065
"74",1,1000,0.03,"SL",11,0.63855421686747,0,0.530973451327434,42.9031918048859,0.00244360764719347,1.00250121756338,4.93941678792537
"75",1,1000,0.03,"SL",12,0.690721649484536,0,0.47244094488189,48.5316936969757,0.00577604584367224,0.891733396513876,6.00340911448302
"76",1,1000,0.03,"SL",15,0.752136752136752,0.0333333333333333,0.394557823129252,45.355949640274,0.011693116761462,1.0730170218048,15.0524977781502
"77",1,1000,0.03,"SL",16,0.761904761904762,0,0.384615384615385,47.8606054782867,0.0060598387485552,0.76498313382213,6.76888327970681
"78",1,1000,0.03,"SL",18,0.714285714285714,0,0.444444444444444,48.5450439453125,0.00600822064364242,0.752726868919486,6.48350834219233
"79",1,1000,0.03,"SL",21,0.736842105263158,0,0.416666666666667,24.4407284259796,0.00859856661506725,0.746024999299399,8.0655613701645
"80",1,1000,0.03,"SL",30,0.615384615384615,0,0.555555555555556,42.254346370697,0.00459879158861295,0.833824220602094,4.82427225858262
"81",1,1000,0.03,"SL",59,0.724770642201835,0,0.431654676258993,42.2340562343597,0.0069366847873258,1.07410133112551,12.8502064385612
"82",1,1000,0.03,"SLF",10,0,0,1,48.8171298503876,0.000153129700937464,0.777412475883021,1.48536464171937
"83",1,1000,0.03,"SLF",11,0,0,1,42.9031918048859,0.000168177409833493,1.16404315833805,2.98211418049849
"84",1,1000,0.03,"SLF",12,0,0,1,48.5316936969757,0.000198013638677892,0.768271755023852,1.66502993911341
"85",1,1000,0.03,"SLF",15,0,0,1,45.355949640274,0.000258127663157396,0.961131394804331,1.48972291684967
"86",1,1000,0.03,"SLF",16,0,0,1,47.8606054782867,0.000300886927018323,0.898839088421558,1.56946096925754
"87",1,1000,0.03,"SLF",18,0,0,1,48.5450439453125,0.000205783025299118,0.827485593528754,1.42104996775317
"88",1,1000,0.03,"SLF",21,0,0,1,24.4407284259796,0.000179814102268565,0.715363552439974,1.87729582888154
"89",1,1000,0.03,"SLF",30,0,0,1,42.254346370697,0.00016561683622395,0.814582248790813,1.13318024298722
"90",1,1000,0.03,"SLF",59,0,0,1,42.2340562343597,0.000186230351462007,0.942923319305819,1.77188733548672
"91",1,1000,0.03,"SN",10,0.387755102040816,0,0.759493670886076,934.036467552185,0.00109296350722229,1.0051593142725,1.8217189635463
"92",1,1000,0.03,"SN",11,0.666666666666667,0.5,0.4,907.461371898651,0.0255167095420181,13.4172572511361,24.5199327322632
"93",1,1000,0.03,"SN",12,0.727272727272727,0.3,0.392523364485981,916.346613407135,0.0244588976455517,13.2784016394734,20.1970141752904
"94",1,1000,0.03,"SN",15,0.68421052631579,0.4,0.413793103448276,903.397282361984,0.0268446485797619,15.8589127122906,24.6636106334529
"95",1,1000,0.03,"SN",16,0.622222222222222,0.433333333333333,0.453333333333333,147.274313688278,0.0277481747413932,16.2878907037587,22.2584537748073
"96",1,1000,0.03,"SN",18,0.5,0.366666666666667,0.558823529411765,909.739833116531,0.0251216850095657,12.6518370274819,29.3206080178845
"97",1,1000,0.03,"SN",21,0.641509433962264,0.366666666666667,0.457831325301205,148.970889806747,0.0270783828885779,16.1948497792659,21.3309589836933
"98",1,1000,0.03,"SN",30,0.76,0.4,0.342857142857143,918.400476932526,0.0269445974183521,13.7433148245067,19.9934622259537
"99",1,1000,0.03,"SN",59,0.720588235294118,0.366666666666667,0.387755102040816,915.670989513397,0.0240684641143938,11.6170638698677,35.6604068832476
"100",1,1000,0.03,"STEP",10,0.473684210526316,0,0.689655172413793,0.604423999786377,0.00397903585577934,0.295552768634568,6.18162200019716
"101",1,1000,0.03,"STEP",11,0.545454545454545,0,0.625,1.67510771751404,0.00568681097415257,0.318018764290556,8.98321374724333
"102",1,1000,0.03,"STEP",12,0.508196721311475,0,0.659340659340659,1.55148363113403,0.00360698815663926,0.181701361276626,5.13589958750823
"103",1,1000,0.03,"STEP",15,0.423076923076923,0,0.731707317073171,0.864326953887939,0.00315356546215255,0.498143131846711,4.46985972314223
"104",1,1000,0.03,"STEP",16,0.444444444444444,0,0.714285714285714,0.606789112091064,0.00330476044295199,0.346827003904297,7.37968800876123
"105",1,1000,0.03,"STEP",18,0.433962264150943,0,0.72289156626506,1.17654848098755,0.0035196105243414,0.299690326615269,3.97814862802051
"106",1,1000,0.03,"STEP",21,0.571428571428571,0,0.6,2.65744972229004,0.00371919248482822,0.124685340039555,5.84470245892449
"107",1,1000,0.03,"STEP",30,0.318181818181818,0,0.810810810810811,0.522749900817871,0.00240156041349434,0.472469880878561,4.01007621161524
"108",1,1000,0.03,"STEP",59,0.4,0,0.75,0.746956825256348,0.0032434982812524,0.620777253950819,5.29469750226414
"109",1,1000,0.03,"SUSIE",10,0,0.766666666666667,0.378378378378378,0.562253952026367,0.0281995972982065,20.8925977638384,31.4976461762361
"110",1,1000,0.03,"SUSIE",11,0,1,0,0.486902236938477,0.03,18.9705260698716,32.3589565396744
"111",1,1000,0.03,"SUSIE",12,0.222222222222222,0.766666666666667,0.358974358974359,0.741963386535645,0.0280553136193456,20.8744685746777,21.0041130820458
"112",1,1000,0.03,"SUSIE",15,0,1,0,0.460256814956665,0.03,19.6339000873367,29.5810323864079
"113",1,1000,0.03,"SUSIE",16,0,0.8,0.333333333333333,0.469071626663208,0.029672389324568,18.4385102207652,23.0158562805922
"114",1,1000,0.03,"SUSIE",18,0,0.8,0.333333333333333,0.574400901794434,0.0285744326160581,18.1124278656647,31.8951147091202
"115",1,1000,0.03,"SUSIE",21,0,0.766666666666667,0.378378378378378,0.647202491760254,0.0290404894483734,18.7485149458895,22.5478437461014
"116",1,1000,0.03,"SUSIE",30,0.55,0.7,0.36,0.835174083709717,0.0290975624819365,16.9001173904935,22.3519115752961
"117",1,1000,0.03,"SUSIE",59,0.0909090909090909,0.666666666666667,0.48780487804878,0.797974824905396,0.0272301364671822,16.157481051694,37.587718512194
